lat,lon
50.44,9.40
50.31,8.08
50.34,8.14
50.35,8.28
50.29,9.07
50.35,9.17
50.37,9.43
50.38,10.01
50.23,8.08
50.26,8.23
50.17,8.17
50.27,8.44
50.22,8.46
50.24,9.13
50.20,9.33
51.27,9.25
50.11,8.05
50.16,8.22
50.15,8.34
50.13,8.44
50.16,8.52
50.16,9.11
50.14,9.17
50.16,9.22
50.03,7.53
50.02,8.14
50.08,8.19
50.01,8.26
50.08,8.40
50.08,8.49
49.55,8.27
49.53,8.41
49.59,8.50
51.29,9.37
49.55,8.58
49.43,8.41
49.49,8.49
49.41,9.01
49.34,8.42
49.34,8.58
51.35,10.43
51.25,10.11
51.20,10.32
51.13,10.29
51.14,10.46
51.16,11.11
51.09,11.20
51.10,10.15
51.04,10.52
51.06,11.03
50.50,10.15
51.01,10.31
51.01,11.21
50.59,12.00
51.03,12.18
50.59,12.20
50.51,12.25
50.54,10.33
50.56,11.35
50.52,11.30
50.54,11.48
50.51,10.29
50.52,10.49
50.48,11.10
50.46,11.59
50.43,9.57
50.44,10.53
50.38,11.11
50.41,11.31
50.44,11.50
50.40,12.05
50.32,10.03
50.35,10.52
50.31,10.46
50.33,11.02
50.25,10.29
50.25,10.49
50.23,11.08
50.26,11.14
50.27,11.38
50.24,11.49
50.20,11.14
52.45,10.53
52.46,11.15
52.44,11.43
52.45,11.59
52.40,12.11
52.31,11.08
52.25,11.58
52.31,11.51
52.25,11.05
52.22,11.28
52.18,11.40
52.19,11.50
52.13,12.10
51.16,12.03
52.01,11.25
52.12,11.25
52.08,11.47
52.00,10.38
51.53,11.28
51.58,11.55
51.49,11.43
52.01,12.10
51.56,12.23
51.41,12.18
51.55,12.53
51.46,10.39
51.48,11.08
51.44,11.31
51.45,12.01
51.46,12.31
51.32,11.03
51.33,11.24
51.23,11.32
51.32,11.41
51.14,11.35
51.14,11.50
51.06,11.43
51.04,12.08
51.34,14.42
51.31,12.26
51.31,12.55
51.20,14.50
51.14,12.33
51.24,14.34
51.19,12.10
51.16,13.22
51.22,13.35
51.19,14.03
51.10,12.16
51.11,12.46
51.08,13.26
51.10,14.30
51.01,13.46
51.01,13.51
51.12,14.01
51.04,14.26
51.02,14.56
51.05,12.56
51.03,13.18
51.01,13.28
50.59,13.59
51.04,14.37
50.54,14.45
50.53,13.02
50.55,13.43
50.49,12.18
50.48,12.38
50.50,14.04
50.41,12.26
50.37,13.29
50.35,13.18
50.35,12.43
50.33,12.17
50.33,12.34
50.37,12.56
50.31,12.50
50.23,12.00
50.22,12.29
50.16,12.16
50.18,12.23
50.16,9.46
50.21,10.00
50.27,10.13
50.18,10.11
50.11,10.16
50.20,10.27
50.17,10.27
50.14,10.34
50.20,10.47
50.08,10.43
50.22,10.53
50.19,11.07
50.08,10.56
50.31,11.22
50.15,11.19
50.08,11.14
50.24,11.23
50.22,11.37
50.07,11.34
50.14,11.42
50.09,11.44
50.13,12.02
50.12,12.08
50.10,12.02
50.04,8.59
50.04,9.21
49.55,9.05
50.01,9.39
50.07,9.44
50.07,9.55
49.58,9.55
50.04,10.18
49.55,10.14
50.05,10.29
49.55,10.36
49.51,10.30
50.04,10.49
49.58,11.01
49.59,11.24
50.01,11.12
49.53,11.16
50.14,11.33
49.58,11.31
49.50,11.37
49.59,11.50
49.56,12.05
49.52,11.53
49.47,12.02
50.05,12.13
49.55,12.32
49.52,12.21
49.39,9.16
49.47,9.28
49.44,9.46
49.37,9.53
49.44,10.11
49.48,10.13
49.40,10.23
49.34,10.11
49.44,10.38
49.34,10.44
49.48,11.00
49.39,11.01
49.46,11.19
49.40,11.13
49.30,11.16
49.39,11.28
49.44,11.34
49.49,11.52
49.34,11.53
49.49,12.20
49.44,12.21
49.37,12.29
49.32,12.34
49.32,10.09
49.27,10.20
49.23,10.10
49.23,10.22
48.19,10.23
49.31,10.25
49.20,10.37
49.14,10.30
49.13,10.37
49.31,10.47
49.19,10.55
49.26,11.15
49.20,11.07
49.11,11.22
49.29,11.32
49.17,11.27
49.35,11.42
49.28,11.51
49.46,9.15
49.22,11.41
49.17,11.55
49.27,12.11
49.25,12.05
49.20,12.05
49.32,12.17
49.27,12.26
49.25,12.17
49.22,12.27
49.14,12.25
49.13,12.32
49.24,12.37
49.16,12.45
49.16,12.58
49.03,10.17
49.10,10.35
49.11,10.49
49.02,10.36
48.56,10.46
49.07,10.58
49.13,11.11
49.05,11.13
49.07,11.26
49.09,11.41
49.06,11.48
48.58,11.44
48.55,11.51
49.13,12.05
49.10,12.17
48.54,12.13
49.10,12.37
49.04,12.38
49.02,12.33
48.56,12.28
49.07,12.49
49.00,12.49
49.13,13.04
49.02,13.20
49.02,12.59
48.50,10.31
50.11,9.34
48.43,10.38
48.49,10.56
48.53,11.14
48.50,11.29
48.46,11.27
49.32,10.38
48.46,11.50
48.42,11.51
48.39,11.35
48.52,12.02
48.47,12.11
48.40,12.05
48.41,12.37
48.53,12.45
48.51,12.55
48.47,12.58
48.54,13.08
48.46,13.01
48.47,13.19
48.47,13.38
48.39,13.31
48.41,13.44
48.34,10.34
48.29,10.16
48.25,10.35
48.34,10.42
48.22,10.46
48.23,11.04
48.33,11.17
48.25,11.19
48.30,11.27
48.22,11.34
48.31,11.39
48.31,11.50
48.34,12.16
48.27,12.09
48.23,12.05
48.14,11.33
48.37,12.25
48.37,12.37
48.34,12.34
48.27,12.20
48.26,12.34
48.22,12.31
48.38,12.51
48.29,12.43
48.24,12.44
48.22,12.46
48.37,13.03
48.44,13.16
48.26,12.59
48.22,13.11
48.24,13.19
48.36,13.39
48.34,13.45
48.19,10.12
48.08,10.22
48.12,10.44
48.16,10.59
48.13,11.12
48.48,11.13
49.43,10.55
48.18,11.32
48.12,12.02
48.06,11.59
48.13,11.48
48.16,12.10
48.11,12.23
48.16,12.26
48.13,12.38
48.05,12.31
48.16,13.02
47.59,10.08
47.56,10.19
47.53,11.22
47.34,10.05
47.52,10.36
47.46,10.28
48.02,10.44
47.58,10.55
47.48,11.12
47.43,10.53
48.01,11.33
47.53,11.10
47.58,11.01
47.59,11.28
48.02,11.03
47.53,11.42
48.02,11.35
47.56,11.54
47.49,11.52
47.57,12.10
48.01,12.17
47.52,12.23
47.53,12.08
48.02,12.32
47.35,9.44
47.55,12.46
47.51,12.50
47.58,12.46
47.32,9.41
47.50,12.39
47.34,9.54
47.33,9.56
47.37,10.12
47.25,10.10
47.28,10.06
47.31,10.16
48.04,10.29
47.43,10.38
47.38,10.23
47.34,10.26
47.35,10.43
47.44,10.44
47.39,10.49
47.40,10.38
47.34,10.58
47.40,11.05
47.36,11.04
47.40,11.19
48.11,12.49
47.34,11.18
47.29,11.16
47.26,11.16
47.30,11.17
47.38,11.31
47.35,11.33
47.37,11.39
47.46,11.41
47.46,12.01
47.59,11.59
47.48,11.49
47.40,11.51
47.43,12.07
47.50,12.49
47.49,12.46
47.44,12.18
47.37,12.10
47.47,12.13
47.43,12.28
47.41,12.28
47.46,12.38
47.46,12.45
47.47,12.29
47.47,10.06
48.04,12.46
47.57,12.54
47.46,12.55
47.42,13.02
47.38,12.54
47.38,13.01
47.36,13.01
49.23,8.48
49.37,9.36
49.26,9.14
49.35,9.24
49.31,9.19
48.23,8.29
49.26,9.20
47.52,9.01
48.40,9.28
49.46,9.25
49.33,9.38
48.34,9.38
49.29,9.46
48.02,9.29
49.14,8.32
49.19,9.22
49.20,9.42
49.14,9.40
49.02,8.43
49.10,8.51
48.58,8.35
49.08,9.21
49.08,9.29
49.11,9.59
49.09,10.04
49.05,10.07
48.47,8.35
48.48,8.26
48.56,8.42
49.07,8.38
48.55,9.55
48.55,8.57
48.57,9.04
49.01,9.36
48.52,9.38
48.49,9.30
48.46,9.52
48.59,10.08
48.53,10.14
48.40,7.59
48.34,7.53
48.34,8.13
48.37,8.12
48.44,8.15
48.02,7.38
48.40,8.21
48.40,8.28
48.39,8.41
48.44,8.55
48.46,9.27
47.49,8.35
48.37,10.16
48.43,10.18
48.30,7.59
48.26,7.59
48.31,8.19
48.25,8.20
48.34,8.43
48.28,8.58
48.32,9.16
48.30,9.24
48.31,9.37
48.31,9.46
48.18,8.14
48.17,8.19
48.17,8.35
48.22,8.46
48.23,8.59
48.18,9.04
48.22,9.20
48.23,9.29
48.44,9.39
48.17,9.38
48.08,7.50
48.11,7.42
48.08,8.01
48.12,8.07
48.35,8.51
48.17,8.05
48.05,8.05
48.11,8.28
48.11,8.38
48.03,8.28
47.57,8.59
48.16,8.49
48.13,8.59
48.06,9.00
48.12,9.20
48.04,9.19
48.09,9.28
48.06,9.49
48.04,9.11
47.48,9.25
47.58,8.00
47.56,8.05
47.58,8.16
47.52,8.14
47.55,8.39
47.56,9.17
47.58,8.31
47.56,9.33
47.49,9.37
47.55,9.43
47.49,7.38
47.58,10.01
47.46,7.43
47.42,7.35
47.44,8.00
47.36,8.10
47.45,8.19
47.41,8.12
47.41,8.23
47.46,8.49
47.42,8.44
47.44,8.47
47.49,9.06
47.39,9.29
47.41,9.26
47.43,9.52
47.16,10.32
47.22,10.28
47.31,10.30
47.31,11.42
47.30,10.00
47.30,10.04
47.20,10.12
47.20,10.13
47.25,10.21
47.25,10.21
47.26,10.25
47.34,10.47
47.34,10.47
47.24,10.59
47.36,10.59
47.26,11.04
47.27,11.14
47.24,11.16
47.24,11.17
47.24,11.17
47.26,11.18
47.26,11.18
47.36,11.19
47.36,11.19
47.40,11.31
47.40,11.31
47.41,11.52
47.40,11.53
47.42,12.01
47.45,12.21
47.45,12.21
47.44,12.41
47.39,12.48
47.39,12.48
47.39,12.49
47.34,12.58
47.29,12.58
61.09,7.08
61.00,9.18
59.11,9.34
61.16,17.06
59.40,12.35
60.26,15.30
59.55,16.41
57.47,11.53
57.40,12.30
58.19,13.02
57.24,15.49
58.24,19.12
58.15,17.01
57.33,18.26
56.52,12.40
56.41,12.50
56.58,13.04
55.52,13.40
55.29,14.19
56.56,14.44
56.51,14.50
55.55,14.05
56.55,18.09
61.28,21.48
60.07,19.54
60.31,22.16
60.15,25.03
56.49,-4.58
57.32,-4.03
57.42,-2.07
56.25,-5.28
55.30,-4.36
55.52,-4.26
55.03,-3.39
55.57,-3.21
54.49,-2.05
55.02,-1.41
55.02,-1.41
54.08,-1.25
55.01,-1.25
53.21,-2.16
53.48,-1.33
52.44,-0.39
52.38,1.18
52.46,1.21
52.41,1.41
52.43,2.18
52.27,-1.45
51.53,0.14
51.24,-3.21
51.28,-2.36
51.09,-0.11
51.31,-0.06
50.26,-5.00
50.44,-3.25
50.54,-1.24
51.45,-1.16
54.24,-7.39
55.04,-7.01
55.12,-6.39
53.20,-2.52
52.15,-6.20
52.22,-1.29
52.40,-7.16
56.33,9.10
56.42,11.33
55.31,8.33
54.50,11.20
54.53,12.11
55.46,12.20
55.24,12.09
55.04,14.45
52.11,4.25
53.22,5.13
46.57,7.17
46.55,7.30
47.32,8.14
47.30,9.14
46.33,6.37
46.00,8.54
46.30,9.51
50.13,3.09
49.18,4.02
49.05,6.08
48.12,6.26
47.48,3.33
44.55,6.39
43.00,6.14
43.25,6.45
43.41,7.20
43.32,-7.01
43.33,-5.55
42.56,-9.17
41.31,2.07
40.29,-3.27
39.54,3.06
38.47,-0.10
37.22,-6.00
37.25,-1.35
36.43,-3.32
38.47,-9.08
37.00,-8.57
41.08,-8.36
40.39,-8.44
54.55,8.21
54.31,9.09
54.38,9.21
54.30,11.13
53.32,7.53
53.51,8.07
53.30,8.03
54.05,9.56
53.46,12.37
54.22,13.05
53.21,7.12
53.04,7.54
53.11,8.10
52.53,8.14
53.08,9.21
52.57,12.51
53.11,12.31
53.44,12.56
53.09,13.02
53.33,13.12
52.18,7.23
52.33,7.10
52.20,7.33
52.15,8.03
51.55,8.18
52.19,8.51
51.58,8.33
52.28,13.24
52.31,13.25
51.12,6.08
51.14,6.30
51.36,6.09
51.50,6.32
51.31,7.37
51.37,8.37
51.51,9.19
51.18,9.27
51.17,9.22
51.51,11.25
51.31,11.57
51.03,13.44
51.46,14.17
51.40,14.38
50.47,6.06
50.48,6.02
50.20,6.57
50.22,7.19
50.25,7.35
50.22,7.35
50.42,7.09
50.26,7.26
50.56,8.12
50.49,9.08
50.33,9.39
50.38,10.09
50.59,11.19
50.23,11.11
50.36,12.43
49.58,7.07
49.37,7.21
50.03,8.20
50.07,8.44
49.54,9.26
49.59,11.38
50.17,11.51
49.13,7.24
48.47,8.05
49.02,8.22
49.15,8.53
48.55,9.41
49.19,10.38
48.06,9.15
48.23,9.57
48.27,9.55
48.12,11.16
48.35,13.28
47.41,9.11
47.40,9.31
47.59,10.14
47.42,12.01
48.30,14.30
48.12,15.37
48.40,16.38
46.53,10.30
47.07,11.26
47.31,12.27
47.13,12.02
47.18,12.47
47.07,13.08
47.54,13.47
47.43,13.38
47.46,15.19
47.20,15.00
47.28,15.20
47.57,16.51
46.59,13.11
46.52,15.54
46.41,15.59
46.47,15.33
47.10,11.51
47.38,13.37
49.39,13.16
54.23,18.28
52.05,23.37
50.29,19.05
47.12,17.30
47.26,19.16
47.31,19.02
42.27,18.33
42.24,18.44
42.46,18.57
42.06,19.05
42.26,19.17
42.40,20.18
42.13,20.44
42.39,21.09
42.06,19.32
42.02,20.25
41.18,19.27
45.14,13.36
44.02,16.12
44.59,16.45
44.44,18.06
43.49,18.20
43.10,18.33
43.57,18.49
44.20,28.26
42.08,24.45
45.44,7.21
45.52,9.04
40.50,8.23
45.23,10.52
45.34,11.31
44.32,7.37
44.03,8.07
44.49,10.17
44.01,11.00
44.27,12.18
44.12,12.04
43.24,10.52
43.05,12.30
43.37,13.22
42.26,12.03
42.22,13.19
41.47,12.35
40.37,14.55
40.38,15.48
39.00,17.04
38.04,15.39
40.07,9.15
39.08,8.19
37.26,25.21
38.15,21.44
38.19,23.32
37.25,24.57
36.25,25.26
40.15,29.33
37.35,36.55
35.09,33.17
59.23,28.07
58.45,26.25
58.13,22.31
58.25,24.28
57.49,28.20
57.26,27.02
56.41,22.30
56.37,23.19
56.33,23.58
56.25,24.11
55.58,21.06
55.44,24.25
55.52,26.37
55.18,21.00
54.58,24.05
55.08,26.10
54.53,27.45
55.10,34.24
54.31,23.21
54.16,28.30
54.30,30.27
54.18,30.57
54.45,32.04
53.54,25.19
53.28,26.44
53.52,27.32
53.15,34.19
53.08,25.58
53.03,27.33
53.13,29.08
52.54,30.03
56.53,35.52
55.58,37.25
52.07,26.07
52.02,29.12
51.19,26.37
51.48,30.15
51.27,31.12
50.50,24.21
50.43,25.24
50.52,34.45
50.36,26.09
50.10,27.02
50.17,28.40
50.20,30.58
49.48,23.58
49.32,25.41
49.39,31.05
49.37,34.33
49.15,28.36
49.04,33.15
48.38,22.16
48.16,25.58
48.21,27.05
47.47,27.57
47.22,28.26
47.51,30.16
47.17,29.08
46.52,29.36
47.03,31.55
46.18,28.38
45.53,28.14
45.22,28.51
46.01,29.40
46.44,32.43
45.43,34.23
45.02,33.58
45.22,36.24
44.30,34.10
44.44,33.39
49.11,37.17
47.37,37.29
47.02,37.30
36.20,37.13
35.24,35.56
35.07,36.45
32.48,35.02
31.47,35.13
32.38,35.37
32.33,35.51
32.24,35.35
32.22,35.45
32.12,37.08
32.22,36.15
32.09,36.17
32.02,35.44
31.15,36.07
31.52,35.30
32.13,35.37
31.50,36.49
31.16,35.45
31.02,35.28
30.47,35.43
30.31,35.32
30.17,36.09
30.10,35.47
29.33,35.00
29.29,34.59
30.23,-9.34
33.53,10.06
32.40,13.09
31.12,16.35
32.06,20.16
29.52,32.28
29.36,34.47
43.52,18.18
32.35,35.35
55.03,24.24
51.28,12.00
51.28,7.11
50.51,7.59
48.31,10.23
52.29,7.18
48.55,9.12
47.36,7.57
47.44,10.22
49.22,7.14
49.55,6.29
49.26,8.33
51.01,6.42
49.59,8.46
50.24,7.27
52.17,7.53
51.19,7.17
50.20,7.30
49.59,7.47
50.19,7.30
49.56,7.49
49.52,7.54
47.54,8.20
49.45,8.11
49.47,8.08
49.55,7.49
50.52,6.50
50.59,6.48
50.51,6.53
50.53,6.54
50.56,6.49
49.13,8.50
48.58,9.10
49.34,8.32
49.24,8.37
49.04,9.02
49.31,8.34
49.14,8.45
49.00,9.07
50.05,6.04
53.27,7.28
53.34,6.45
52.59,7.22
51.30,7.06
52.45,7.45
51.29,7.16
51.09,7.05
51.01,6.59
51.03,6.06
51.46,6.06
51.28,6.44
54.42,8.34
54.13,9.06
53.14,8.28
53.48,9.26
53.21,9.56
52.51,8.04
52.12,8.21
52.27,8.34
52.08,8.41
52.11,9.57
52.07,9.20
51.49,9.28
51.08,9.33
51.23,9.03
51.23,8.04
51.18,8.36
51.03,8.49
51.07,8.05
50.59,8.22
54.19,9.48
49.16,6.52
50.55,6.25
50.58,6.58
50.39,6.47
50.32,7.05
50.27,7.26
50.20,7.14
50.06,6.48
50.04,7.01
50.12,6.50
49.51,7.52
49.35,7.37
49.27,7.47
49.13,7.35
48.28,7.57
48.35,7.49
47.55,7.55
49.41,9.00
50.08,8.39
50.08,8.04
49.53,8.41
50.52,8.01
50.49,8.47
49.59,8.16
49.45,8.07
50.21,9.31
49.38,8.23
50.12,9.11
50.16,8.21
50.25,8.04
50.11,8.29
49.34,8.58
50.01,9.37
49.29,9.46
49.07,8.00
49.09,9.14
49.25,8.40
49.15,8.27
48.46,8.15
48.48,8.27
48.54,8.44
48.54,9.12
48.40,9.25
48.53,9.38
48.58,9.34
49.07,9.45
48.47,9.48
48.30,9.42
48.08,8.12
48.18,8.14
48.03,8.28
48.23,9.29
48.11,8.38
48.04,9.12
47.49,8.21
48.07,9.48
47.54,8.10
47.37,8.14
47.57,8.30
47.55,9.17
47.46,9.10
47.48,9.37
47.36,9.53
47.51,9.02
49.37,9.41
48.30,9.11
48.52,8.11
48.41,8.58
48.36,8.53
48.29,8.57
48.01,8.49
54.05,13.54
51.50,11.43
51.47,11.09
51.38,12.19
51.10,14.28
51.09,13.27
51.22,10.54
51.21,11.06
51.11,11.25
54.08,10.35
53.56,10.18
53.34,10.41
52.58,10.33
53.16,10.26
52.27,10.46
52.02,10.19
51.38,10.29
51.48,10.20
51.11,10.04
50.14,11.20
50.06,11.27
50.04,10.13
49.44,10.12
49.51,10.29
49.08,10.45
49.20,11.01
49.29,10.58
49.37,11.00
49.32,10.14
49.23,10.11
48.58,10.08
48.40,10.08
48.51,10.30
48.54,11.10
48.23,11.15
48.15,10.25
47.41,10.03
47.34,10.02
47.53,10.36
47.27,11.16
47.47,11.33
48.05,11.57
47.53,11.42
47.39,11.45
47.44,11.51
48.39,11.48
50.56,11.35
50.27,11.38
50.56,13.20
50.51,13.56
50.37,12.10
50.10,12.08
49.53,12.21
49.27,12.25
49.13,12.40
48.47,12.15
48.32,12.08
48.48,13.33
48.03,12.13
48.01,12.33
47.52,12.39
47.45,12.54
47.38,13.01
47.40,12.29
47.41,12.01
48.49,13.13
51.57,8.54
47.28,10.06
47.33,9.44
50.32,6.15
47.41,9.52
48.00,9.40
47.55,9.45
50.00,12.07
50.31,6.24
51.57,8.01
48.09,9.28
47.59,9.28
48.17,9.43
47.44,8.47
47.51,8.32
51.47,7.52
50.48,6.29
47.27,10.26
47.33,10.13
47.44,7.52
47.38,7.39
47.50,10.01
47.53,7.39
48.02,7.35
51.05,6.19
48.07,8.01
48.03,10.31
48.36,10.07
48.41,10.22
49.04,10.20
48.13,8.23
51.15,6.22
48.51,10.21
48.43,10.47
51.27,6.16
52.45,8.18
48.31,8.05
48.34,10.41
48.38,8.03
47.35,10.38
52.33,7.53
48.40,8.16
52.40,7.29
51.04,9.56
51.04,10.05
48.11,10.46
52.42,7.18
51.22,9.45
48.35,11.06
48.50,11.49
49.12,8.06
49.13,8.23
53.01,7.52
53.21,7.51
49.05,11.14
49.03,11.22
49.21,8.25
49.06,8.45
49.02,11.28
53.13,7.29
48.57,11.43
48.52,11.46
48.55,11.53
50.25,9.40
48.23,8.29
50.29,9.20
48.27,8.41
48.14,8.56
53.42,9.09
48.17,8.53
48.23,8.51
48.32,9.02
49.49,12.26
48.33,9.24
50.54,14.49
49.43,12.10
48.38,9.51
48.43,9.37
50.59,9.44
49.52,11.54
51.56,14.42
51.07,9.40
49.23,12.43
48.48,9.29
48.57,9.26
49.12,11.51
48.37,8.39
52.22,14.32
48.58,13.08
48.55,13.05
48.46,8.44
49.05,12.54
49.12,13.05
48.46,8.57
49.18,12.50
49.06,12.29
49.02,9.05
50.55,9.21
50.54,9.13
49.00,12.50
48.50,12.57
48.51,10.06
49.05,9.28
52.50,13.48
49.17,9.44
49.08,10.05
49.18,9.58
49.18,9.21
49.21,9.06
53.27,7.56
51.40,9.38
47.40,11.14
47.40,11.22
47.59,11.39
47.36,11.05
47.51,11.09
49.34,8.10
48.15,11.27
48.00,11.21
49.40,8.01
51.18,9.09
53.30,14.00
48.41,12.42
48.50,13.06
49.39,8.38
49.41,8.25
49.45,8.38
48.29,12.16
49.43,8.41
53.41,13.34
51.30,9.23
49.51,8.22
48.41,13.15
49.59,8.27
48.50,13.20
48.53,13.25
48.53,13.35
51.35,9.02
51.47,9.24
51.57,9.25
54.07,13.04
53.55,13.03
52.01,9.25
53.51,13.41
48.16,12.10
54.03,13.47
51.48,9.07
54.07,13.37
47.46,12.20
52.11,9.28
47.43,12.37
54.29,13.34
54.25,13.26
54.18,13.04
47.51,12.49
54.07,12.40
48.11,12.51
48.26,12.24
48.24,12.47
48.26,12.56
54.27,12.34
54.15,12.16
48.25,13.19
48.43,13.36
53.51,12.01
54.07,11.54
54.07,11.37
53.53,11.26
52.06,7.15
50.12,11.48
50.05,11.43
50.12,11.55
51.58,8.39
50.20,11.42
50.06,11.10
50.21,11.35
52.37,6.51
50.14,11.33
50.27,11.23
52.18,7.10
52.04,7.01
51.57,7.11
50.07,10.47
52.41,8.49
49.17,11.26
52.49,9.09
51.11,13.50
50.57,13.56
51.08,14.11
49.42,11.38
49.30,11.24
49.31,11.18
49.23,11.22
49.39,11.15
50.00,11.12
49.43,11.03
49.35,10.31
51.18,13.15
50.02,10.31
51.35,13.00
51.17,14.07
51.26,14.15
51.28,13.32
51.04,10.44
50.25,9.57
50.24,10.00
50.07,9.54
50.09,9.39
49.54,9.24
49.28,9.57
49.46,9.33
49.33,9.09
49.39,9.14
49.46,9.05
49.59,9.07
52.29,10.33
49.54,8.51
50.06,8.57
50.32,12.36
51.55,10.26
50.41,12.28
47.41,11.46
50.39,12.49
50.18,8.30
52.10,10.31
51.03,12.49
50.20,8.45
52.20,10.40
